seq,source_file,statement_from,statement_to,date,value_date,narration,reference,direction,withdrawal,deposit,amount,closing_balance,categories,is_recurring,recurring_key
342,502 input.pdf,2026-04-01,2026-04-30,2026-04-27,2026-04-27,DIGITA-MUMBAI/ NEFT-TDCBH26117000588-V C ENTERPRISES,,Receipt,0.0,50000.0,50000.0,367005.0,Recurring Transaction,Yes,V C ENTERPRISES
343,502 input.pdf,2026-04-01,2026-04-30,2026-04-27,2026-04-27,EBANK:WIB/1505 EBANK:WIB/1505752441/Edfs,,Payment,365005.0,0.0,365005.0,2000.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
344,502 input.pdf,2026-04-01,2026-04-30,2026-04-27,2026-04-27,DIGITA-MUMBAI/ NEFT-HDFCH00957371480-PETROINOX PIPES TUBES PVT,,Receipt,0.0,300.0,300.0,2300.0,Other,No,PETROINOX PIPES TUBES PVT
345,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ NEFT-YESAP61183745951-PhonePe Limited,,Receipt,0.0,213696.0,213696.0,215996.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
346,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ NEFT-AXNPN11823277068-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,51517.6,51517.6,267513.6,Recurring Transaction,Yes,PHONEPE LIMITED
347,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ NEFT-AXISCN1326481885-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,23786.0,23786.0,291299.6,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
348,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ NEFT-002710581295-OM SANI TRANSPORT SERVICE,,Receipt,0.0,52450.0,52450.0,343749.6,Other,No,OM SANI TRANSPORT SERVICE
349,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,UPI/6118698401 69840157 UPI/611869840157/10:49:20/UPI/akashshelar41-2@oki,,Receipt,0.0,4200.0,4200.0,347949.6,UPI; Recurring Transaction,Yes,AKASHSHELAR
350,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ IMPS/P2A/611855252288/SAYEDTAHIRUDDIN/IMPS P2A JI,,Receipt,0.0,1.0,1.0,347950.6,Recurring Transaction,Yes,SAYEDTAHIRUDDIN
351,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ IMPS/P2A/611855252655/SAYEDTAHIRUDDIN/IMPS P2A JI,,Receipt,0.0,45220.0,45220.0,393170.6,Recurring Transaction,Yes,SAYEDTAHIRUDDIN
352,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ NEFT-IDIBH11839674549-JAI AMBE TRANSPORT,,Receipt,0.0,5500.0,5500.0,398670.6,Recurring Transaction,Yes,JAI AMBE TRANSPORT
353,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ IMPS/P2A/611812542007/VAKAS TEMPO SER/IMPSCNB9199,,Receipt,0.0,20049.0,20049.0,418719.6,Recurring Transaction,Yes,VAKAS TEMPO SER
354,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ NEFT-NKGSH26118186705-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,4579.0,4579.0,423298.6,Recurring Transaction,Yes,GEBI PRODUCTS PRIVATE LIMITE
355,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,EBANK:WIB/1505 EBANK:WIB/1505883831/Edfs,,Payment,402798.6,0.0,402798.6,20500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
356,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ https://cbdrpt101.bankofbaroda.co.in:22000/finbranch/arjspmorph/INFENG/tran_rpt.jsp?... 04-05-2026 NEFT-KKBKH26118959856-ATLAS COMMODITIES PRIVATE LI,,Receipt,0.0,4741.0,4741.0,25241.0,Recurring Transaction,Yes,CBDRPTBANKOFBARODACOIN
357,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,"DIGITA-MUMBAI/ ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 7,67,803.60 5,82,242.60 1,31,444.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of any ",,Receipt,0.0,106203.0,106203.0,131444.0,High Transaction; Recurring Transaction,Yes,PAGE TOTAL   CR
358,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ IMPS/P2A/611819590384/SHREE GANESH EN/diselVVS910,,Receipt,0.0,45155.79,45155.79,176599.79,Recurring Transaction,Yes,SHREE GANESH EN
359,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,DIGITA-MUMBAI/ IMPS/P2A/611820590404/SHREE GANESH EN/d billVVS91,,Receipt,0.0,18152.0,18152.0,194751.79,Recurring Transaction,Yes,SHREE GANESH EN
360,502 input.pdf,2026-04-01,2026-04-30,2026-04-28,2026-04-28,EBANK:WIB/1505 EBANK:WIB/1505948506/Edfs,,Payment,192251.79,0.0,192251.79,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
361,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ NEFT-YESAP61192379931-PhonePe Limited,,Receipt,0.0,300724.33,300724.33,303224.33,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
362,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ NEFT-AXNPN11931554437-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,80141.0,80141.0,383365.33,Recurring Transaction,Yes,PHONEPE LIMITED
363,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ NEFT-AXISCN1327518007-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,2500.0,2500.0,385865.33,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
364,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,EBANK:WIB/1505 EBANK:WIB/1505959390/Edfs,,Payment,383365.33,0.0,383365.33,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
365,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ NEFT-AXISCN1327725971-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,161953.0,161953.0,164453.0,High Transaction; Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
366,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,EBANK:WIB/1505 EBANK:WIB/1505997293/Edfs,,Payment,161953.0,0.0,161953.0,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
367,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,UPI/6485981469 98146908 UPI/648598146908/13:51:58/UPI/akashshelar41-2@oki,,Receipt,0.0,4000.0,4000.0,6500.0,UPI; Recurring Transaction,Yes,AKASHSHELAR
368,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ NEFT-IN42611955128051-N R COLOURS LIMITED,,Receipt,0.0,20000.0,20000.0,26500.0,Recurring Transaction,Yes,N R COLOURS LIMITED
369,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ IMPS/P2A/611916141538/S TRANS 14851/Mh04ju3738I,,Receipt,0.0,13500.0,13500.0,40000.0,Recurring Transaction,Yes,DIGITA-MUMBAI/ IMPS/P#A/#/S TRANS #/MH#JU#I
370,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ NEFT-NKGSH26119201393-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,4372.0,4372.0,44372.0,Recurring Transaction,Yes,GEBI PRODUCTS PRIVATE LIMITE
371,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ NEFT-HDFCH00961650004-SL CORBOX PRIVATE LIMITED,,Receipt,0.0,42165.0,42165.0,86537.0,Recurring Transaction,Yes,SL CORBOX PRIVATE LIMITED
372,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ NEFT-HDFCH00961665348-CORPAK,,Receipt,0.0,9227.0,9227.0,95764.0,Recurring Transaction,Yes,DIGITA-MUMBAI/ NEFT-HDFCH#-CORPAK
373,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,"EBANK:WIB/1506 ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 8,30,834.12 7,01,890.12 2,500.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of any dis",,Payment,93264.0,0.0,93264.0,2500.0,Recurring Transaction,Yes,EBANKWIB
374,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ IMPS/P2A/611920044748/VILLAGE STONE L/Diesel paym,,Receipt,0.0,47933.0,47933.0,50433.0,Recurring Transaction,Yes,VILLAGE STONE L
375,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ NEFT-IN42611955380476-VINAYAK OIL INDUSTRIES,,Receipt,0.0,44307.0,44307.0,94740.0,Recurring Transaction,Yes,VINAYAK OIL INDUSTRIES
376,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,EBANK:WIB/1506 EBANK:WIB/1506102762/Edfs,,Payment,92240.0,0.0,92240.0,2500.0,Recurring Transaction,Yes,EBANKWIB
377,502 input.pdf,2026-04-01,2026-04-30,2026-04-29,2026-04-29,DIGITA-MUMBAI/ IMPS/P2A/611922088049/OMSANITRANSPORT/Diesel Bill,,Receipt,0.0,44070.0,44070.0,46570.0,Recurring Transaction,Yes,OMSANITRANSPORT
378,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,EBANK:WIB/1506 EBANK:WIB/1506112730/Edfs,,Payment,44070.0,0.0,44070.0,2500.0,Recurring Transaction,Yes,EBANKWIB
379,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,DIGITA-MUMBAI/ NEFT-YESAP61203718924-PhonePe Limited,,Receipt,0.0,331429.91,331429.91,333929.91,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
380,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,DIGITA-MUMBAI/ NEFT-AXISCN1328726065-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,4500.0,4500.0,338429.91,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
381,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,DIGITA-MUMBAI/ NEFT-AXNPN12039810952-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,93657.2,93657.2,432087.11,Recurring Transaction,Yes,PHONEPE LIMITED
382,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,EBANK:WIB/1506 EBANK:WIB/1506112904/Edfs,,Payment,429587.11,0.0,429587.11,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
383,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,IMPS/P2A/61200 IMPS/P2A/612006415602/XXXXXXXXXXR111/forload,,Payment,500.0,0.0,500.0,2000.0,Recurring Transaction,Yes,XXXXXXXXXXR
384,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,CHARGES FOR CHARGES FOR :IMPS/P2A/612006415602/XXXXXXXX,,Payment,2.95,0.0,2.95,1997.05,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR IMPS
385,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,UPI/1223593229 59322927 UPI/122359322927/08:14:36/UPI/shivprasad750758984,,Receipt,0.0,11000.0,11000.0,12997.05,UPI,No,SHIVPRASAD
386,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,DIGITA-MUMBAI/ NEFT-AXISCN1328873702-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,98741.0,98741.0,111738.05,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
387,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,DIGITA-MUMBAI/ NEFT-HDFCH00963002372-KUNDAN QUARRY,,Receipt,0.0,8700.0,8700.0,120438.05,Recurring Transaction,Yes,KUNDAN QUARRY
388,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,"DIGITA-MUMBAI/ NEFT-IN22612032699708-PELL TECH HEALTH CARE PRIVAT ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 5,66,400.06 7,74,778.11 2,10,878.05Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in accou",,Receipt,0.0,90440.0,90440.0,210878.05,Recurring Transaction,Yes,PELL TECH HEALTH CARE PRIVAT
389,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,DIGITA-MUMBAI/ NEFT-HDFCH00963252757-QUEST ENTERPRISES PVT LTD,,Receipt,0.0,5000.0,5000.0,215878.05,Recurring Transaction,Yes,QUEST ENTERPRISES PVT LTD
390,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,DIGITA-MUMBAI/ NEFT-HDFCH00963611742-Adekar enterprises pvt ltd,,Receipt,0.0,109621.0,109621.0,325499.05,High Transaction; Recurring Transaction,Yes,ADEKAR ENTERPRISES PVT LTD
391,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,DIGITA-MUMBAI/ NEFT-NKGSH26120214998-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,2441.0,2441.0,327940.05,Recurring Transaction,Yes,GEBI PRODUCTS PRIVATE LIMITE
392,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,EBANK:WIB/1506 EBANK:WIB/1506237357/Edfs,,Payment,307440.05,0.0,307440.05,20500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
393,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,DIGITA-MUMBAI/ NEFT-IN42612056111225-JERAI FITNESS LIMITED,,Receipt,0.0,147635.0,147635.0,168135.0,High Transaction; Recurring Transaction,Yes,JERAI FITNESS LIMITED
394,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,IMPS/P2A/61201 IMPS/P2A/612019376760/XXXXXXXXXXR111/load,,Payment,12000.0,0.0,12000.0,156135.0,Recurring Transaction,Yes,XXXXXXXXXXR
395,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,CHARGES FOR CHARGES FOR :IMPS/P2A/612019376760/XXXXXXXX,,Payment,5.9,0.0,5.9,156129.1,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR IMPS
396,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,IMPS/P2A/61202 https://cbdrpt101.bankofbaroda.co.in:22000/finbranch/arjspmorph/INFENG/tran_rpt.jsp?... 04-05-2026 IMPS/P2A/612022880582/XXXXXXXXXXR111/load,,Payment,25000.0,0.0,25000.0,131129.1,Other,No,CBDRPTBANKOFBARODACOIN
397,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,CHARGES FOR CHARGES FOR :IMPS/P2A/612022880582/XXXXXXXX,,Payment,5.9,0.0,5.9,131123.2,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR IMPS
398,502 input.pdf,2026-04-01,2026-04-30,2026-04-30,2026-04-30,"EBANK:WIB/1506 EBANK:WIB/1506303993/Edfs ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 4,73,075.05 2,64,697.00 2,500.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Grand Total: 1,81,29,258.19 1,77,68,567.19 2,500.00Cr* -----------------------------------------------------------------------------------------------",,Payment,128623.2,0.0,128623.2,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
